sample_index,true_label,predicted_intent,is_correct,keyword_hit,matched_emergency_terms,matched_movement_terms,parse_reason,false_action_from_unknown,asr_failed
95,movement,unknown,0,0,,,no_rule_hit,0,0
96,movement,unknown,0,0,,,no_rule_hit,0,0
97,movement,unknown,0,0,,,no_rule_hit,0,0
98,movement,unknown,0,0,,,no_rule_hit,0,0
99,movement,unknown,0,0,,,no_rule_hit,0,0
100,emergency,unknown,0,0,,,no_rule_hit,0,0
101,movement,unknown,0,0,,,no_rule_hit,0,0
102,emergency,unknown,0,0,,,no_rule_hit,0,0
103,movement,unknown,0,0,,,no_rule_hit,0,0
104,unknown,unknown,1,0,,,no_rule_hit,0,0
105,unknown,unknown,1,0,,,no_rule_hit,0,0
106,unknown,unknown,1,0,,,no_rule_hit,0,0
107,emergency,unknown,0,0,,,no_rule_hit,0,0
108,movement,movement,1,1,,go,movement_match,0,0
109,emergency,unknown,0,0,,,no_rule_hit,0,0
110,emergency,unknown,0,0,,,no_rule_hit,0,0
111,unknown,unknown,1,0,,,no_rule_hit,0,0
112,emergency,unknown,0,0,,,no_rule_hit,0,0
113,movement,movement,1,1,,go,movement_match,0,0
114,unknown,unknown,1,0,,,no_rule_hit,0,0
115,unknown,unknown,1,0,,,no_rule_hit,0,0
116,emergency,emergency,1,1,no,,emergency_precedence,0,0
117,emergency,emergency,1,1,yes,,emergency_precedence,0,0
118,movement,unknown,0,0,,,no_rule_hit,0,0
119,emergency,emergency,1,1,no,,emergency_precedence,0,0
120,emergency,unknown,0,0,,,no_rule_hit,0,0
121,movement,unknown,0,0,,,no_rule_hit,0,0
122,movement,unknown,0,0,,,no_rule_hit,0,0
123,movement,unknown,0,0,,,no_rule_hit,0,0
124,emergency,unknown,0,0,,,no_rule_hit,0,0
125,unknown,unknown,1,0,,,no_rule_hit,0,0
126,emergency,unknown,0,0,,,no_rule_hit,0,0
127,emergency,unknown,0,0,,,no_rule_hit,0,0
128,emergency,unknown,0,0,,,no_rule_hit,0,0
129,emergency,unknown,0,0,,,no_rule_hit,0,0
130,movement,unknown,0,0,,,no_rule_hit,0,0
131,emergency,unknown,0,0,,,no_rule_hit,0,0
132,movement,unknown,0,0,,,no_rule_hit,0,0
133,movement,unknown,0,0,,,no_rule_hit,0,0
134,unknown,unknown,1,0,,,no_rule_hit,0,0
135,emergency,unknown,0,0,,,no_rule_hit,0,0
136,movement,unknown,0,0,,,no_rule_hit,0,0
137,emergency,unknown,0,0,,,no_rule_hit,0,0
138,unknown,unknown,1,0,,,no_rule_hit,0,0
139,movement,unknown,0,0,,,no_rule_hit,0,0
140,unknown,unknown,1,0,,,no_rule_hit,0,0
141,emergency,unknown,0,0,,,no_rule_hit,0,0
142,emergency,unknown,0,0,,,no_rule_hit,0,0
143,emergency,emergency,1,1,stop,,emergency_precedence,0,0
144,movement,unknown,0,0,,,no_rule_hit,0,0
145,unknown,unknown,1,0,,,no_rule_hit,0,0
146,emergency,unknown,0,0,,,no_rule_hit,0,0
147,movement,movement,1,1,,go,movement_match,0,0
148,unknown,unknown,1,0,,,no_rule_hit,0,0
149,unknown,unknown,1,0,,,no_rule_hit,0,0
150,emergency,unknown,0,0,,,no_rule_hit,0,0
151,unknown,unknown,1,0,,,no_rule_hit,0,0
152,movement,unknown,0,0,,,no_rule_hit,0,0
153,unknown,unknown,1,0,,,no_rule_hit,0,0
154,movement,unknown,0,0,,,no_rule_hit,0,0
155,unknown,unknown,1,0,,,no_rule_hit,0,0
156,movement,unknown,0,0,,,no_rule_hit,0,0
157,movement,unknown,0,0,,,no_rule_hit,0,0
158,emergency,unknown,0,0,,,no_rule_hit,0,0
159,unknown,unknown,1,0,,,no_rule_hit,0,0
160,emergency,emergency,1,1,wow,,emergency_precedence,0,0
161,movement,unknown,0,0,,,no_rule_hit,0,0
162,unknown,unknown,1,0,,,no_rule_hit,0,0
163,emergency,emergency,1,1,no,,emergency_precedence,0,0
164,emergency,unknown,0,0,,,no_rule_hit,0,0
165,movement,unknown,0,0,,,no_rule_hit,0,0
166,movement,unknown,0,0,,,no_rule_hit,0,0
167,emergency,emergency,1,1,yes,,emergency_precedence,0,0
168,emergency,unknown,0,0,,,no_rule_hit,0,0
169,movement,unknown,0,0,,,no_rule_hit,0,0
170,movement,unknown,0,0,,,no_rule_hit,0,0
171,movement,unknown,0,0,,,no_rule_hit,0,0
172,movement,unknown,0,0,,,no_rule_hit,0,0
173,unknown,unknown,1,0,,,no_rule_hit,0,0
174,movement,unknown,0,0,,,no_rule_hit,0,0
175,movement,unknown,0,0,,,no_rule_hit,0,0
176,emergency,unknown,0,0,,,no_rule_hit,0,0
177,unknown,unknown,1,0,,,no_rule_hit,0,0
178,emergency,unknown,0,0,,,no_rule_hit,0,0
179,unknown,unknown,1,0,,,no_rule_hit,0,0
180,movement,unknown,0,0,,,no_rule_hit,0,0
181,emergency,unknown,0,0,,,no_rule_hit,0,0
182,movement,unknown,0,0,,,no_rule_hit,0,0
183,emergency,unknown,0,0,,,no_rule_hit,0,0
184,unknown,unknown,1,0,,,no_rule_hit,0,0
185,emergency,unknown,0,0,,,no_rule_hit,0,0
186,unknown,unknown,1,0,,,no_rule_hit,0,0
187,emergency,unknown,0,0,,,no_rule_hit,0,0
188,emergency,unknown,0,0,,,no_rule_hit,0,0
189,movement,unknown,0,0,,,no_rule_hit,0,0
190,movement,unknown,0,0,,,no_rule_hit,0,0
191,emergency,unknown,0,0,,,no_rule_hit,0,0
192,unknown,unknown,1,0,,,no_rule_hit,0,0
193,unknown,unknown,1,0,,,no_rule_hit,0,0
194,movement,unknown,0,0,,,no_rule_hit,0,0
195,movement,unknown,0,0,,,no_rule_hit,0,0
196,unknown,unknown,1,0,,,no_rule_hit,0,0
197,emergency,unknown,0,0,,,no_rule_hit,0,0
198,unknown,unknown,1,0,,,no_rule_hit,0,0
199,emergency,unknown,0,0,,,no_rule_hit,0,0
200,emergency,unknown,0,0,,,no_rule_hit,0,0
201,movement,unknown,0,0,,,no_rule_hit,0,0
202,movement,unknown,0,0,,,no_rule_hit,0,0
203,unknown,unknown,1,0,,,no_rule_hit,0,0
204,unknown,unknown,1,0,,,no_rule_hit,0,0
205,movement,unknown,0,0,,,no_rule_hit,0,0
206,unknown,unknown,1,0,,,no_rule_hit,0,0
207,emergency,unknown,0,0,,,no_rule_hit,0,0
208,movement,unknown,0,0,,,no_rule_hit,0,0
209,emergency,unknown,0,0,,,no_rule_hit,0,0
210,emergency,unknown,0,0,,,no_rule_hit,0,0
211,emergency,unknown,0,0,,,no_rule_hit,0,0
212,unknown,unknown,1,0,,,no_rule_hit,0,0
213,unknown,unknown,1,0,,,no_rule_hit,0,0
214,movement,movement,1,1,,go,movement_match,0,0
215,unknown,unknown,1,0,,,no_rule_hit,0,0
216,movement,unknown,0,0,,,no_rule_hit,0,0
217,emergency,unknown,0,0,,,no_rule_hit,0,0
218,unknown,unknown,1,0,,,no_rule_hit,0,0
219,emergency,unknown,0,0,,,no_rule_hit,0,0
220,emergency,unknown,0,0,,,no_rule_hit,0,0
221,emergency,emergency,1,1,stop,,emergency_precedence,0,0
222,unknown,unknown,1,0,,,no_rule_hit,0,0
223,emergency,emergency,1,1,wow,,emergency_precedence,0,0
224,movement,unknown,0,0,,,no_rule_hit,0,0
225,unknown,unknown,1,0,,,no_rule_hit,0,0
226,movement,unknown,0,0,,,no_rule_hit,0,0
227,emergency,emergency,1,1,stop,,emergency_precedence,0,0
228,movement,unknown,0,0,,,no_rule_hit,0,0
229,unknown,unknown,1,0,,,no_rule_hit,0,0
230,movement,unknown,0,0,,,no_rule_hit,0,0
231,emergency,unknown,0,0,,,no_rule_hit,0,0
232,emergency,unknown,0,0,,,no_rule_hit,0,0
233,unknown,unknown,1,0,,,no_rule_hit,0,0
234,unknown,unknown,1,0,,,no_rule_hit,0,0
235,unknown,unknown,1,0,,,no_rule_hit,0,0
236,emergency,unknown,0,0,,,no_rule_hit,0,0
237,movement,unknown,0,0,,,no_rule_hit,0,0
238,movement,unknown,0,0,,,no_rule_hit,0,0
239,unknown,unknown,1,0,,,no_rule_hit,0,0
240,emergency,emergency,1,1,yes,,emergency_precedence,0,0
241,movement,unknown,0,0,,,no_rule_hit,0,0
242,unknown,unknown,1,0,,,no_rule_hit,0,0
243,emergency,unknown,0,0,,,no_rule_hit,0,0
244,emergency,unknown,0,0,,,no_rule_hit,0,0
245,emergency,unknown,0,0,,,no_rule_hit,0,0
246,emergency,unknown,0,0,,,no_rule_hit,0,0
247,emergency,unknown,0,0,,,no_rule_hit,0,0
248,emergency,unknown,0,0,,,no_rule_hit,0,0
249,emergency,unknown,0,0,,,no_rule_hit,0,0
250,emergency,unknown,0,0,,,no_rule_hit,0,0
251,unknown,unknown,1,0,,,no_rule_hit,0,0
252,emergency,unknown,0,0,,,no_rule_hit,0,0
253,movement,unknown,0,0,,,no_rule_hit,0,0
254,unknown,unknown,1,0,,,no_rule_hit,0,0
255,movement,unknown,0,0,,,no_rule_hit,0,0
256,emergency,unknown,0,0,,,no_rule_hit,0,0
257,movement,unknown,0,0,,,no_rule_hit,0,0
258,movement,unknown,0,0,,,no_rule_hit,0,0
259,unknown,unknown,1,0,,,no_rule_hit,0,0
260,unknown,unknown,1,0,,,no_rule_hit,0,0
261,unknown,unknown,1,0,,,no_rule_hit,0,0
262,emergency,unknown,0,0,,,no_rule_hit,0,0
263,movement,unknown,0,0,,,no_rule_hit,0,0
264,emergency,unknown,0,0,,,no_rule_hit,0,0
265,emergency,unknown,0,0,,,no_rule_hit,0,0
266,unknown,unknown,1,0,,,no_rule_hit,0,0
267,emergency,unknown,0,0,,,no_rule_hit,0,0
268,unknown,unknown,1,0,,,no_rule_hit,0,0
269,emergency,emergency,1,1,wow,,emergency_precedence,0,0
270,emergency,emergency,1,1,no,,emergency_precedence,0,0
271,unknown,unknown,1,0,,,no_rule_hit,0,0
272,emergency,unknown,0,0,,,no_rule_hit,0,0
273,emergency,unknown,0,0,,,no_rule_hit,0,0
274,unknown,unknown,1,0,,,no_rule_hit,0,0
275,movement,movement,1,1,,down,movement_match,0,0
276,emergency,unknown,0,0,,,no_rule_hit,0,0
277,movement,unknown,0,0,,,no_rule_hit,0,0
278,unknown,unknown,1,0,,,no_rule_hit,0,0
279,unknown,unknown,1,0,,,no_rule_hit,0,0
280,unknown,unknown,1,0,,,no_rule_hit,0,0
281,unknown,unknown,1,0,,,no_rule_hit,0,0
282,emergency,unknown,0,0,,,no_rule_hit,0,0
283,emergency,emergency,1,1,yes,,emergency_precedence,0,0
284,unknown,unknown,1,0,,,no_rule_hit,0,0
285,unknown,unknown,1,0,,,no_rule_hit,0,0
286,emergency,unknown,0,0,,,no_rule_hit,0,0
287,movement,unknown,0,0,,,no_rule_hit,0,0
288,emergency,unknown,0,0,,,no_rule_hit,0,0
289,movement,unknown,0,0,,,no_rule_hit,0,0
290,emergency,emergency,1,1,no,,emergency_precedence,0,0
291,unknown,unknown,1,0,,,no_rule_hit,0,0
292,movement,emergency,0,1,no,,emergency_precedence,0,0
293,movement,movement,1,1,,down,movement_match,0,0
294,movement,unknown,0,0,,,no_rule_hit,0,0
295,emergency,unknown,0,0,,,no_rule_hit,0,0
296,emergency,unknown,0,0,,,no_rule_hit,0,0
297,emergency,unknown,0,0,,,no_rule_hit,0,0
298,unknown,unknown,1,0,,,no_rule_hit,0,0
299,unknown,unknown,1,0,,,no_rule_hit,0,0
300,emergency,unknown,0,0,,,no_rule_hit,0,0
301,emergency,unknown,0,0,,,no_rule_hit,0,0
302,emergency,emergency,1,1,wow,,emergency_precedence,0,0
303,movement,unknown,0,0,,,no_rule_hit,0,0
304,emergency,emergency,1,1,yes,,emergency_precedence,0,0
305,movement,unknown,0,0,,,no_rule_hit,0,0
306,emergency,unknown,0,0,,,no_rule_hit,0,0
307,movement,unknown,0,0,,,no_rule_hit,0,0
308,unknown,unknown,1,0,,,no_rule_hit,0,0
309,emergency,unknown,0,0,,,no_rule_hit,0,0
310,movement,unknown,0,0,,,no_rule_hit,0,0
311,emergency,unknown,0,0,,,no_rule_hit,0,0
312,emergency,unknown,0,0,,,no_rule_hit,0,0
313,unknown,unknown,1,0,,,no_rule_hit,0,0
314,unknown,unknown,1,0,,,no_rule_hit,0,0
315,unknown,unknown,1,0,,,no_rule_hit,0,0
316,unknown,unknown,1,0,,,no_rule_hit,0,0
317,emergency,unknown,0,0,,,no_rule_hit,0,0
318,unknown,unknown,1,0,,,no_rule_hit,0,0
319,unknown,unknown,1,0,,,no_rule_hit,0,0
320,movement,unknown,0,0,,,no_rule_hit,0,0
321,emergency,unknown,0,0,,,no_rule_hit,0,0
322,movement,unknown,0,0,,,no_rule_hit,0,0
323,unknown,unknown,1,0,,,no_rule_hit,0,0
324,movement,unknown,0,0,,,no_rule_hit,0,0
325,unknown,unknown,1,0,,,no_rule_hit,0,0
326,unknown,unknown,1,0,,,no_rule_hit,0,0
327,unknown,unknown,1,0,,,no_rule_hit,0,0
328,movement,unknown,0,0,,,no_rule_hit,0,0
329,emergency,unknown,0,0,,,no_rule_hit,0,0
330,emergency,unknown,0,0,,,no_rule_hit,0,0
331,movement,unknown,0,0,,,no_rule_hit,0,0
332,movement,unknown,0,0,,,no_rule_hit,0,0
333,unknown,unknown,1,0,,,no_rule_hit,0,0
334,unknown,unknown,1,0,,,no_rule_hit,0,0
335,emergency,emergency,1,1,stop,,emergency_precedence,0,0
336,movement,unknown,0,0,,,no_rule_hit,0,0
337,unknown,unknown,1,0,,,no_rule_hit,0,0
338,emergency,unknown,0,0,,,no_rule_hit,0,0
339,emergency,unknown,0,0,,,no_rule_hit,0,0
340,unknown,unknown,1,0,,,no_rule_hit,0,0
341,movement,unknown,0,0,,,no_rule_hit,0,0
342,unknown,unknown,1,0,,,no_rule_hit,0,0
343,movement,movement,1,1,,go,movement_match,0,0
344,movement,unknown,0,0,,,no_rule_hit,0,0
345,unknown,unknown,1,0,,,no_rule_hit,0,0
346,emergency,emergency,1,1,stop,,emergency_precedence,0,0
347,unknown,unknown,1,0,,,no_rule_hit,0,0
348,movement,movement,1,1,,left,movement_match,0,0
349,movement,unknown,0,0,,,no_rule_hit,0,0
350,movement,unknown,0,0,,,no_rule_hit,0,0
351,movement,unknown,0,0,,,no_rule_hit,0,0
352,movement,unknown,0,0,,,no_rule_hit,0,0
353,emergency,unknown,0,0,,,no_rule_hit,0,0
354,unknown,unknown,1,0,,,no_rule_hit,0,0
355,emergency,unknown,0,0,,,no_rule_hit,0,0
356,emergency,unknown,0,0,,,no_rule_hit,0,0
357,unknown,unknown,1,0,,,no_rule_hit,0,0
358,movement,unknown,0,0,,,no_rule_hit,0,0
359,emergency,unknown,0,0,,,no_rule_hit,0,0
360,movement,movement,1,1,,left,movement_match,0,0
361,unknown,unknown,1,0,,,no_rule_hit,0,0
362,emergency,unknown,0,0,,,no_rule_hit,0,0
363,emergency,unknown,0,0,,,no_rule_hit,0,0
364,emergency,unknown,0,0,,,no_rule_hit,0,0
365,unknown,unknown,1,0,,,no_rule_hit,0,0
366,unknown,unknown,1,0,,,no_rule_hit,0,0
367,movement,unknown,0,0,,,no_rule_hit,0,0
368,emergency,unknown,0,0,,,no_rule_hit,0,0
369,emergency,unknown,0,0,,,no_rule_hit,0,0
370,movement,unknown,0,0,,,no_rule_hit,0,0
371,unknown,unknown,1,0,,,no_rule_hit,0,0
372,unknown,unknown,1,0,,,no_rule_hit,0,0
373,unknown,unknown,1,0,,,no_rule_hit,0,0
374,movement,unknown,0,0,,,no_rule_hit,0,0
375,movement,movement,1,1,,go,movement_match,0,0
376,unknown,unknown,1,0,,,no_rule_hit,0,0
377,emergency,unknown,0,0,,,no_rule_hit,0,0
378,emergency,unknown,0,0,,,no_rule_hit,0,0
379,emergency,unknown,0,0,,,no_rule_hit,0,0
380,movement,unknown,0,0,,,no_rule_hit,0,0
381,unknown,unknown,1,0,,,no_rule_hit,0,0
382,emergency,unknown,0,0,,,no_rule_hit,0,0
383,movement,unknown,0,0,,,no_rule_hit,0,0
384,movement,unknown,0,0,,,no_rule_hit,0,0
385,movement,unknown,0,0,,,no_rule_hit,0,0
386,movement,unknown,0,0,,,no_rule_hit,0,0
387,unknown,unknown,1,0,,,no_rule_hit,0,0
388,movement,unknown,0,0,,,no_rule_hit,0,0
389,movement,unknown,0,0,,,no_rule_hit,0,0
390,unknown,unknown,1,0,,,no_rule_hit,0,0
391,emergency,emergency,1,1,yes,,emergency_precedence,0,0
392,unknown,unknown,1,0,,,no_rule_hit,0,0
393,emergency,unknown,0,0,,,no_rule_hit,0,0
394,unknown,unknown,1,0,,,no_rule_hit,0,0
395,unknown,unknown,1,0,,,no_rule_hit,0,0
396,emergency,unknown,0,0,,,no_rule_hit,0,0
397,movement,unknown,0,0,,,no_rule_hit,0,0
398,unknown,movement,0,1,,up,movement_match,1,0
399,unknown,unknown,1,0,,,no_rule_hit,0,0
400,unknown,unknown,1,0,,,no_rule_hit,0,0
401,unknown,unknown,1,0,,,no_rule_hit,0,0
402,unknown,unknown,1,0,,,no_rule_hit,0,0
403,emergency,unknown,0,0,,,no_rule_hit,0,0
404,unknown,unknown,1,0,,,no_rule_hit,0,0
405,unknown,unknown,1,0,,,no_rule_hit,0,0
406,unknown,unknown,1,0,,,no_rule_hit,0,0
407,unknown,unknown,1,0,,,no_rule_hit,0,0
408,emergency,emergency,1,1,yes,,emergency_precedence,0,0
409,movement,movement,1,1,,right,movement_match,0,0
410,emergency,unknown,0,0,,,no_rule_hit,0,0
411,emergency,emergency,1,1,yes,,emergency_precedence,0,0
412,unknown,unknown,1,0,,,no_rule_hit,0,0
413,emergency,emergency,1,1,yes,,emergency_precedence,0,0
414,movement,unknown,0,0,,,no_rule_hit,0,0
415,unknown,unknown,1,0,,,no_rule_hit,0,0
416,movement,movement,1,1,,left,movement_match,0,0
417,movement,unknown,0,0,,,no_rule_hit,0,0
418,emergency,unknown,0,0,,,no_rule_hit,0,0
419,emergency,unknown,0,0,,,no_rule_hit,0,0
420,unknown,unknown,1,0,,,no_rule_hit,0,0
421,emergency,unknown,0,0,,,no_rule_hit,0,0
422,unknown,unknown,1,0,,,no_rule_hit,0,0
423,unknown,unknown,1,0,,,no_rule_hit,0,0
424,unknown,unknown,1,0,,,no_rule_hit,0,0
425,movement,unknown,0,0,,,no_rule_hit,0,0
426,emergency,unknown,0,0,,,no_rule_hit,0,0
427,movement,unknown,0,0,,,no_rule_hit,0,0
428,unknown,unknown,1,0,,,no_rule_hit,0,0
429,movement,unknown,0,0,,,no_rule_hit,0,0
430,movement,unknown,0,0,,,no_rule_hit,0,0
431,movement,unknown,0,0,,,no_rule_hit,0,0
432,movement,unknown,0,0,,,no_rule_hit,0,0
433,emergency,unknown,0,0,,,no_rule_hit,0,0
434,unknown,unknown,1,0,,,no_rule_hit,0,0
435,unknown,unknown,1,0,,,no_rule_hit,0,0
436,movement,unknown,0,0,,,no_rule_hit,0,0
437,movement,unknown,0,0,,,no_rule_hit,0,0
438,emergency,unknown,0,0,,,no_rule_hit,0,0
439,movement,unknown,0,0,,,no_rule_hit,0,0
440,movement,unknown,0,0,,,no_rule_hit,0,0
441,unknown,unknown,1,0,,,no_rule_hit,0,0
442,movement,movement,1,1,,up,movement_match,0,0
443,movement,unknown,0,0,,,no_rule_hit,0,0
444,movement,unknown,0,0,,,no_rule_hit,0,0
445,movement,unknown,0,0,,,no_rule_hit,0,0
446,movement,unknown,0,0,,,no_rule_hit,0,0
447,unknown,unknown,1,0,,,no_rule_hit,0,0
448,unknown,unknown,1,0,,,no_rule_hit,0,0
449,movement,unknown,0,0,,,no_rule_hit,0,0
450,emergency,unknown,0,0,,,no_rule_hit,0,0
451,movement,unknown,0,0,,,no_rule_hit,0,0
452,emergency,unknown,0,0,,,no_rule_hit,0,0
453,unknown,unknown,1,0,,,no_rule_hit,0,0
454,unknown,unknown,1,0,,,no_rule_hit,0,0
455,movement,unknown,0,0,,,no_rule_hit,0,0
456,unknown,unknown,1,0,,,no_rule_hit,0,0
457,movement,unknown,0,0,,,no_rule_hit,0,0
458,unknown,unknown,1,0,,,no_rule_hit,0,0
459,unknown,unknown,1,0,,,no_rule_hit,0,0
460,emergency,unknown,0,0,,,no_rule_hit,0,0
461,emergency,unknown,0,0,,,no_rule_hit,0,0
462,movement,unknown,0,0,,,no_rule_hit,0,0
463,emergency,unknown,0,0,,,no_rule_hit,0,0
464,emergency,unknown,0,0,,,no_rule_hit,0,0
465,movement,unknown,0,0,,,no_rule_hit,0,0
466,unknown,unknown,1,0,,,no_rule_hit,0,0
467,emergency,emergency,1,1,wow,,emergency_precedence,0,0
468,unknown,unknown,1,0,,,no_rule_hit,0,0
469,emergency,emergency,1,1,no,,emergency_precedence,0,0
470,emergency,unknown,0,0,,,no_rule_hit,0,0
471,emergency,unknown,0,0,,,no_rule_hit,0,0
472,movement,unknown,0,0,,,no_rule_hit,0,0
473,emergency,unknown,0,0,,,no_rule_hit,0,0
474,movement,unknown,0,0,,,no_rule_hit,0,0
475,movement,unknown,0,0,,,no_rule_hit,0,0
476,emergency,unknown,0,0,,,no_rule_hit,0,0
477,movement,unknown,0,0,,,no_rule_hit,0,0
478,unknown,unknown,1,0,,,no_rule_hit,0,0
479,emergency,unknown,0,0,,,no_rule_hit,0,0
480,unknown,unknown,1,0,,,no_rule_hit,0,0
481,unknown,unknown,1,0,,,no_rule_hit,0,0
482,emergency,unknown,0,0,,,no_rule_hit,0,0
483,movement,unknown,0,0,,,no_rule_hit,0,0
484,unknown,unknown,1,0,,,no_rule_hit,0,0
485,unknown,unknown,1,0,,,no_rule_hit,0,0
486,movement,unknown,0,0,,,no_rule_hit,0,0
487,unknown,unknown,1,0,,,no_rule_hit,0,0
488,unknown,unknown,1,0,,,no_rule_hit,0,0
489,unknown,unknown,1,0,,,no_rule_hit,0,0
490,emergency,emergency,1,1,stop,,emergency_precedence,0,0
491,emergency,unknown,0,0,,,no_rule_hit,0,0
492,movement,unknown,0,0,,,no_rule_hit,0,0
493,movement,unknown,0,0,,,no_rule_hit,0,0
494,movement,unknown,0,0,,,no_rule_hit,0,0
495,unknown,unknown,1,0,,,no_rule_hit,0,0
496,unknown,unknown,1,0,,,no_rule_hit,0,0
497,movement,unknown,0,0,,,no_rule_hit,0,0
498,movement,unknown,0,0,,,no_rule_hit,0,0
499,emergency,unknown,0,0,,,no_rule_hit,0,0
