path,code,main_class,sensitivity_class,alpha_ratio,centroid,bandwidth,low_prop,mid_prop,high_prop
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_IOM_ANG_XX.wav,ANG,emergency,emergency,0.09031226485967636,490.21600341796875,571.6996459960938,0.320330947637558,0.644029974937439,0.03563448786735535
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_IOM_FEA_XX.wav,FEA,emergency,emergency,0.21223929524421692,584.9783325195312,581.0313720703125,0.32760414481163025,0.6112719774246216,0.061109524220228195
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_IOM_NEU_XX.wav,NEU,normal,normal,0.12002132087945938,444.24774169921875,493.12286376953125,0.32776036858558655,0.6333370804786682,0.038896385580301285
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_ITH_ANG_XX.wav,ANG,emergency,emergency,0.42725706100463867,641.3609008789062,643.1839599609375,0.2539140582084656,0.6419216990470886,0.10415385663509369
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_ITH_FEA_XX.wav,FEA,emergency,emergency,0.4408416748046875,590.837890625,593.089599609375,0.22845062613487244,0.7161654829978943,0.05537187680602074
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_ITH_NEU_XX.wav,NEU,normal,normal,0.31482991576194763,517.0053100585938,566.7705078125,0.39868029952049255,0.5289034247398376,0.07240086793899536
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_ITS_ANG_XX.wav,ANG,emergency,emergency,0.4683831036090851,1018.20458984375,855.0593872070312,0.428345650434494,0.3609309792518616,0.2105666846036911
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_ITS_FEA_XX.wav,FEA,emergency,emergency,0.244659423828125,945.793212890625,866.867431640625,0.4743542969226837,0.39730313420295715,0.12820829451084137
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_ITS_NEU_XX.wav,NEU,normal,normal,0.36322712898254395,793.99658203125,768.0606689453125,0.5273982882499695,0.30376309156417847,0.16874584555625916
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_IWL_ANG_XX.wav,ANG,emergency,emergency,0.25831714272499084,639.5331420898438,582.2704467773438,0.3881746828556061,0.5528582334518433,0.05895876884460449
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_IWL_FEA_XX.wav,FEA,emergency,emergency,0.23213501274585724,583.33740234375,560.069091796875,0.3309905529022217,0.6279804110527039,0.04102153331041336
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_IWL_NEU_XX.wav,NEU,normal,normal,0.23956765234470367,473.943603515625,490.5634460449219,0.44419702887535095,0.49703001976013184,0.05875125899910927
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_IWW_ANG_XX.wav,ANG,emergency,emergency,0.21994946897029877,715.3424682617188,714.2341918945312,0.4693963825702667,0.4429534375667572,0.08762916177511215
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_IWW_FEA_XX.wav,FEA,emergency,emergency,0.22762636840343475,751.1998901367188,751.1500244140625,0.561747133731842,0.33966535329818726,0.09853330254554749
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_IWW_NEU_XX.wav,NEU,normal,normal,0.12771551311016083,607.1401977539062,612.5818481445312,0.569318413734436,0.38354119658470154,0.047112274914979935
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_MTI_ANG_XX.wav,ANG,emergency,emergency,0.16708891093730927,611.9932861328125,572.9357299804688,0.3949897885322571,0.5217179656028748,0.0832531601190567
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_MTI_FEA_XX.wav,FEA,emergency,emergency,0.08447200804948807,519.3220825195312,517.1197509765625,0.37780067324638367,0.591754674911499,0.030438872054219246
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_MTI_NEU_XX.wav,NEU,normal,normal,0.13957615196704865,501.7700500488281,490.9349060058594,0.4214531183242798,0.5168516039848328,0.06169159337878227
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_TAI_ANG_XX.wav,ANG,emergency,emergency,0.28106406331062317,836.6860961914062,819.7484130859375,0.4967546761035919,0.39606520533561707,0.10711171478033066
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_TAI_FEA_XX.wav,FEA,emergency,emergency,0.24355366826057434,721.3234252929688,703.2139892578125,0.5356171727180481,0.4015657603740692,0.06265680491924286
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_TAI_NEU_XX.wav,NEU,normal,normal,0.25955796241760254,653.4838256835938,687.6273803710938,0.3967916965484619,0.5533844232559204,0.04980197176337242
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_TIE_ANG_XX.wav,ANG,emergency,emergency,0.35531944036483765,826.784423828125,799.28857421875,0.3087141811847687,0.6086643934249878,0.08258752524852753
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_TIE_FEA_XX.wav,FEA,emergency,emergency,0.3852880299091339,707.9767456054688,712.177001953125,0.3110773265361786,0.6142614483833313,0.07461598515510559
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_TIE_NEU_XX.wav,NEU,normal,normal,0.26308172941207886,539.0151977539062,590.9354248046875,0.3438313603401184,0.5759344100952148,0.08020533621311188
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_TSI_ANG_XX.wav,ANG,emergency,emergency,0.4250359535217285,1613.858642578125,1067.013671875,0.4683469831943512,0.26233550906181335,0.26827549934387207
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_TSI_FEA_XX.wav,FEA,emergency,emergency,0.3830462098121643,1336.56005859375,934.7171020507812,0.19589197635650635,0.528521716594696,0.2736556828022003
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_TSI_NEU_XX.wav,NEU,normal,normal,0.24245904386043549,1011.3685302734375,852.2691650390625,0.6653594970703125,0.14187118411064148,0.19221696257591248
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_WSI_ANG_XX.wav,ANG,emergency,emergency,0.48248058557510376,1264.8740234375,822.3707275390625,0.1936175525188446,0.7129154801368713,0.09296467155218124
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_WSI_FEA_XX.wav,FEA,emergency,emergency,0.3035644292831421,995.072509765625,717.8990478515625,0.32846084237098694,0.5960660576820374,0.07523970305919647
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1001_WSI_NEU_XX.wav,NEU,normal,normal,0.5111420750617981,778.9169921875,673.7606811523438,0.342246949672699,0.5565356016159058,0.10110350698232651
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_DFA_ANG_XX.wav,ANG,emergency,emergency,3.94549560546875,1411.6683349609375,843.1715698242188,0.04076535627245903,0.4713229238986969,0.48782703280448914
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_DFA_FEA_XX.wav,FEA,emergency,emergency,0.4637945294380188,570.5418090820312,650.5180053710938,0.3818773627281189,0.491248220205307,0.12681977450847626
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_DFA_NEU_XX.wav,NEU,normal,normal,0.09850446879863739,464.28411865234375,581.32373046875,0.5356212854385376,0.4040108621120453,0.06032678484916687
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_IEO_ANG_HI.wav,ANG,emergency,emergency,0.7437066435813904,736.9341430664062,686.4286499023438,0.1943385750055313,0.6521016359329224,0.1533985286951065
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_IEO_ANG_LO.wav,ANG,emergency,emergency,4.653539657592773,867.7349853515625,706.5221557617188,0.029094064608216286,0.9341909885406494,0.036698464304208755
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_IEO_ANG_MD.wav,ANG,emergency,emergency,0.800321102142334,785.197265625,705.72314453125,0.12129823863506317,0.7816128134727478,0.09705397486686707
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_IEO_FEA_HI.wav,FEA,emergency,emergency,0.5881079435348511,735.3311157226562,762.5858154296875,0.0827932208776474,0.8429579734802246,0.07421593368053436
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_IEO_FEA_LO.wav,FEA,emergency,emergency,0.15818798542022705,540.7646484375,609.1864013671875,0.5070626735687256,0.47605210542678833,0.016839254647493362
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_IEO_FEA_MD.wav,FEA,emergency,emergency,0.1733284741640091,591.1757202148438,648.8215942382812,0.3052041828632355,0.6781952977180481,0.01655546948313713
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_IEO_NEU_XX.wav,NEU,normal,normal,0.12987472116947174,458.8070373535156,517.2713012695312,0.4529193341732025,0.5276604890823364,0.019349001348018646
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_IOM_ANG_XX.wav,ANG,emergency,emergency,1.2991071939468384,915.093017578125,769.89892578125,0.15602512657642365,0.4525218904018402,0.39133915305137634
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_IOM_FEA_XX.wav,FEA,emergency,emergency,0.039451465010643005,325.3544616699219,372.1697998046875,0.6331114172935486,0.3583836257457733,0.00849964376538992
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_IOM_NEU_XX.wav,NEU,normal,normal,0.07508999854326248,341.6683654785156,392.7684020996094,0.8165991902351379,0.1739805042743683,0.009409090504050255
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_ITH_ANG_XX.wav,ANG,emergency,emergency,1.4947136640548706,879.6738891601562,819.7557373046875,0.14580103754997253,0.7273160219192505,0.1268494874238968
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_ITH_FEA_XX.wav,FEA,emergency,emergency,0.18839168548583984,502.9281311035156,610.2413940429688,0.5419881939888,0.35896649956703186,0.09902316331863403
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_ITH_NEU_XX.wav,NEU,normal,normal,0.15261855721473694,520.2876586914062,650.5994873046875,0.5392399430274963,0.4022747576236725,0.058402400463819504
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_ITS_ANG_XX.wav,ANG,emergency,emergency,0.5530806183815002,835.783447265625,741.9008178710938,0.36544039845466614,0.4977107048034668,0.1366291344165802
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_ITS_FEA_XX.wav,FEA,emergency,emergency,0.12346794456243515,760.8442993164062,730.31494140625,0.6769425868988037,0.14532823860645294,0.17731566727161407
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_ITS_NEU_XX.wav,NEU,normal,normal,0.03692052885890007,733.2603149414062,742.464599609375,0.7565892338752747,0.17530274391174316,0.06787054985761642
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_IWL_ANG_XX.wav,ANG,emergency,emergency,0.5778912305831909,642.4373779296875,615.34326171875,0.37029993534088135,0.49270230531692505,0.13693010807037354
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_IWL_FEA_XX.wav,FEA,emergency,emergency,0.08051948994398117,365.65008544921875,400.7698669433594,0.5989663004875183,0.39131346344947815,0.00971582904458046
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_IWL_NEU_XX.wav,NEU,normal,normal,0.08489809185266495,387.52813720703125,444.28192138671875,0.738269031047821,0.2505069971084595,0.011207492090761662
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_IWW_ANG_XX.wav,ANG,emergency,emergency,0.3329187333583832,893.477294921875,815.614013671875,0.30841878056526184,0.594641923904419,0.09668100625276566
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_IWW_FEA_XX.wav,FEA,emergency,emergency,0.1629854440689087,832.1264038085938,817.345703125,0.6146396398544312,0.23803062736988068,0.14484763145446777
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_IWW_NEU_XX.wav,NEU,normal,normal,0.04450268670916557,510.6761169433594,552.2297973632812,0.6988396644592285,0.2744166851043701,0.026610486209392548
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_MTI_ANG_XX.wav,ANG,emergency,emergency,0.2804468274116516,652.4807739257812,658.8345947265625,0.4633820652961731,0.5089411735534668,0.027477337047457695
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_MTI_FEA_XX.wav,FEA,emergency,emergency,0.17445357143878937,582.7465209960938,626.20556640625,0.6391923427581787,0.3462929129600525,0.014489066787064075
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_MTI_NEU_XX.wav,NEU,normal,normal,0.16364094614982605,462.796142578125,500.9582824707031,0.5899896621704102,0.383558064699173,0.026420120149850845
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_TAI_ANG_XX.wav,ANG,emergency,emergency,0.6197955012321472,873.6390380859375,797.452880859375,0.1752391904592514,0.7240718007087708,0.09994647651910782
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_TAI_FEA_XX.wav,FEA,emergency,emergency,0.06256286054849625,595.4483642578125,645.7117919921875,0.6748359799385071,0.278166800737381,0.046900443732738495
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_TAI_NEU_XX.wav,NEU,normal,normal,0.07290990650653839,568.1025390625,630.4555053710938,0.796798050403595,0.1544225960969925,0.0487227737903595
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_TIE_ANG_XX.wav,ANG,emergency,emergency,2.749166250228882,1545.1160888671875,1177.43115234375,0.042173147201538086,0.7314501404762268,0.22631336748600006
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_TIE_FEA_XX.wav,FEA,emergency,emergency,0.8395481109619141,1059.749267578125,987.1154174804688,0.12243503332138062,0.681678295135498,0.1958451122045517
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_TSI_ANG_XX.wav,ANG,emergency,emergency,0.34917929768562317,1581.7919921875,988.2391357421875,0.3475066125392914,0.33747315406799316,0.3089105188846588
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_TSI_FEA_XX.wav,FEA,emergency,emergency,0.2654189169406891,1259.1002197265625,885.0194091796875,0.36178648471832275,0.12550587952136993,0.5116519927978516
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_TSI_NEU_XX.wav,NEU,normal,normal,0.11876212805509567,1183.749755859375,804.469482421875,0.4306778609752655,0.11398588865995407,0.4537511169910431
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_WSI_ANG_XX.wav,ANG,emergency,emergency,2.0831680297851562,1793.2252197265625,1008.58837890625,0.09030719846487045,0.7133356332778931,0.19618286192417145
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_WSI_FEA_XX.wav,FEA,emergency,emergency,1.4828177690505981,1134.29931640625,776.9723510742188,0.09804017841815948,0.7890857458114624,0.11275278776884079
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1002_WSI_NEU_XX.wav,NEU,normal,normal,0.46771782636642456,971.81689453125,801.9091796875,0.40411174297332764,0.49412840604782104,0.10118269175291061
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_DFA_ANG_XX.wav,ANG,emergency,emergency,1.9825955629348755,1275.915283203125,828.51806640625,0.058523695915937424,0.516617476940155,0.4248085021972656
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_DFA_FEA_XX.wav,FEA,emergency,emergency,0.09634150564670563,435.0849609375,550.6320190429688,0.5060482621192932,0.45514827966690063,0.03878404200077057
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_DFA_NEU_XX.wav,NEU,normal,normal,0.1841774880886078,681.391845703125,729.4928588867188,0.3343064486980438,0.6095942854881287,0.05608947575092316
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_IEO_ANG_HI.wav,ANG,emergency,emergency,2.538182258605957,967.650390625,673.319091796875,0.0801207423210144,0.7817516326904297,0.13810496032238007
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_IEO_ANG_LO.wav,ANG,emergency,emergency,1.184770107269287,633.6227416992188,574.8557739257812,0.06142653524875641,0.9068573117256165,0.0317070372402668
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_IEO_ANG_MD.wav,ANG,emergency,emergency,1.9404850006103516,781.5021362304688,650.9028930664062,0.06820656359195709,0.8330090045928955,0.09873413294553757
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_IEO_FEA_HI.wav,FEA,emergency,emergency,0.0684087947010994,441.0457458496094,483.52301025390625,0.5344938635826111,0.4517209231853485,0.013651837594807148
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_IEO_FEA_LO.wav,FEA,emergency,emergency,0.11396390944719315,473.57135009765625,499.83917236328125,0.5136868953704834,0.4717695415019989,0.014540797099471092
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_IEO_FEA_MD.wav,FEA,emergency,emergency,0.27643293142318726,477.8775329589844,516.8355712890625,0.35524728894233704,0.6204200983047485,0.02432785928249359
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_IEO_NEU_XX.wav,NEU,normal,normal,0.14927105605602264,506.8865051269531,522.3824462890625,0.38876083493232727,0.5899341106414795,0.021302327513694763
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_IOM_ANG_XX.wav,ANG,emergency,emergency,2.052684783935547,1034.5408935546875,806.9256591796875,0.19485877454280853,0.5320518612861633,0.27305981516838074
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_IOM_FEA_XX.wav,FEA,emergency,emergency,0.10681410133838654,434.47064208984375,480.20989990234375,0.7602840065956116,0.21049347519874573,0.029205871745944023
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_IOM_NEU_XX.wav,NEU,normal,normal,0.5604405403137207,518.8261108398438,512.4088745117188,0.24222533404827118,0.7034677863121033,0.05429675430059433
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_ITH_ANG_XX.wav,ANG,emergency,emergency,6.210236549377441,1047.8282470703125,858.531982421875,0.07324882596731186,0.6901171803474426,0.23662616312503815
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_ITH_FEA_XX.wav,FEA,emergency,emergency,0.302796334028244,525.1873168945312,682.2216186523438,0.5562931895256042,0.38967829942703247,0.05398647487163544
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_ITH_NEU_XX.wav,NEU,normal,normal,0.3882721960544586,713.2263793945312,663.9871826171875,0.22904029488563538,0.6565303206443787,0.11441219598054886
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_ITS_ANG_XX.wav,ANG,emergency,emergency,1.1181217432022095,1300.994140625,880.2183227539062,0.3082633912563324,0.28077831864356995,0.4108865559101105
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_ITS_FEA_XX.wav,FEA,emergency,emergency,0.058144185692071915,715.08984375,697.771240234375,0.8040013313293457,0.08114229142665863,0.11472006887197495
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_ITS_NEU_XX.wav,NEU,normal,normal,0.19041535258293152,848.9207153320312,657.1571044921875,0.5233197212219238,0.3014214038848877,0.1750980019569397
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_IWL_ANG_XX.wav,ANG,emergency,emergency,2.590925455093384,1000.353271484375,725.6740112304688,0.09108328819274902,0.7310947179794312,0.17778004705905914
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_IWL_FEA_XX.wav,FEA,emergency,emergency,0.17459698021411896,401.7923278808594,477.15814208984375,0.48735740780830383,0.47862768173217773,0.0339878611266613
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_IWL_NEU_XX.wav,NEU,normal,normal,0.8125180006027222,547.4408569335938,512.811767578125,0.2335529327392578,0.6639997363090515,0.10244083404541016
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_IWW_ANG_XX.wav,ANG,emergency,emergency,1.6501048803329468,924.6832885742188,683.6114501953125,0.16558073461055756,0.44536685943603516,0.3890398144721985
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_IWW_FEA_XX.wav,FEA,emergency,emergency,0.13173331320285797,867.6488647460938,701.8850708007812,0.4329010546207428,0.5201206803321838,0.046584200114011765
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_IWW_NEU_XX.wav,NEU,normal,normal,0.17029739916324615,661.2005615234375,667.1830444335938,0.3251577913761139,0.6348896026611328,0.03994074463844299
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_MTI_ANG_XX.wav,ANG,emergency,emergency,0.7546332478523254,1162.45751953125,832.1397094726562,0.09237001836299896,0.7646951675415039,0.14290614426136017
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_MTI_FEA_XX.wav,FEA,emergency,emergency,0.19579721987247467,533.0552368164062,538.109619140625,0.476014107465744,0.490386039018631,0.03359421715140343
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_MTI_NEU_XX.wav,NEU,normal,normal,0.24307933449745178,534.464111328125,525.2003784179688,0.48618295788764954,0.40679165720939636,0.10692539811134338
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_TAI_ANG_XX.wav,ANG,emergency,emergency,1.273415446281433,1101.8599853515625,879.4232177734375,0.09842587262392044,0.63030606508255,0.271207332611084
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_TAI_FEA_XX.wav,FEA,emergency,emergency,0.07411761581897736,703.5991821289062,637.17431640625,0.4981565475463867,0.4672642946243286,0.03453603386878967
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_TAI_NEU_XX.wav,NEU,normal,normal,0.24228182435035706,678.9495239257812,662.5606079101562,0.29708540439605713,0.5653514266014099,0.13753637671470642
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_TIE_ANG_XX.wav,ANG,emergency,emergency,5.825741291046143,1095.4189453125,891.8465576171875,0.04477371647953987,0.666379451751709,0.28877684473991394
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_TIE_FEA_XX.wav,FEA,emergency,emergency,1.4532005786895752,749.1422729492188,710.163330078125,0.1870042234659195,0.7275408506393433,0.08544453978538513
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_TIE_NEU_XX.wav,NEU,normal,normal,0.9519375562667847,764.6495361328125,728.1546630859375,0.19631743431091309,0.6478492021560669,0.15576593577861786
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_TSI_ANG_XX.wav,ANG,emergency,emergency,0.9529101848602295,1713.3612060546875,921.7140502929688,0.1169167086482048,0.414702445268631,0.46761688590049744
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_TSI_FEA_XX.wav,FEA,emergency,emergency,0.23203144967556,1158.6756591796875,772.1729736328125,0.27306950092315674,0.4372652471065521,0.2877262234687805
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_TSI_NEU_XX.wav,NEU,normal,normal,0.1679827868938446,1153.8424072265625,919.55224609375,0.5386064648628235,0.2891753315925598,0.17191484570503235
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_WSI_ANG_XX.wav,ANG,emergency,emergency,2.499598741531372,1514.6029052734375,887.9480590820312,0.11834703385829926,0.5454714894294739,0.33605965971946716
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_WSI_FEA_XX.wav,FEA,emergency,emergency,0.08559699356555939,709.4971313476562,642.5601196289062,0.6598466634750366,0.18606983125209808,0.15401940047740936
/tmp/drone_acoustic_2026w14_phase1_downloads/raw/crema_d/audios/1003_WSI_NEU_XX.wav,NEU,normal,normal,0.3096478581428528,1042.4959716796875,730.11376953125,0.24021390080451965,0.6536992192268372,0.10571880638599396
